,linqmap_type,linqmap_subtype,pubDate,linqmap_reportDescription,linqmap_city,linqmap_street,linqmap_roadType,linqmap_reportRating,linqmap_magvar,linqmap_reliability,update_date,x,y
15423,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:23.000,,גבעתיים,,2,5,186,5,2022-05-18 08:53:03.081,182144.4400000004,665150.7100000009
15424,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-18 08:53:03.081,178825.86000000034,665089.1799999997
15425,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-18 08:53:03.082,178547.0,665523.4900000002
15426,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:34.000,,,,4,5,81,6,2022-05-18 08:53:03.082,185986.4000000004,667739.2699999996
15427,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-03 14:42:06.000,,תל אביב - יפו,שד ירושלים,2,0,0,6,2022-05-18 08:53:03.082,177381.6299999999,661904.2699999996
15429,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:12.000,,גבעתיים,יצחק רבין,2,5,88,5,2022-05-18 08:53:03.083,182045.74000000025,663752.5099999998
15430,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:16:35.000,,,44 צפון,6,5,326,8,2022-05-18 08:53:03.083,183126.83000000007,656728.2799999993
15428,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:39:41.000,,,443 מערב,6,5,313,6,2022-05-18 08:53:03.083,200408.4699999997,647941.3699999992
15431,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:09.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-18 08:53:03.084,179116.7000000002,665979.1099999994
15432,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:42:22.000,,,57 מערב,6,5,273,5,2022-05-18 08:53:03.084,189516.6799999997,692203.1199999992
15433,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-06 09:05:17.000,,תל אביב - יפו,שד ירושלים,2,0,0,10,2022-05-18 08:53:03.084,177437.83000000007,662499.7699999996
15434,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:44:59.000,,,461 מזרח,6,5,99,5,2022-05-18 08:53:03.085,185458.2999999998,660388.5600000005
15435,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:50:24.000,,,6 צפון,3,5,349,6,2022-05-18 08:53:03.085,184088.74000000025,633571.8900000006
15436,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,תל אביב - יפו,יהודית,2,0,0,6,2022-05-18 08:53:03.086,180344.96,664164.5899999999
15437,JAM,,2022-05-18 08:29:25.000,,בני ברק,בארי,1,3,337,5,2022-05-18 08:53:03.086,183999.3099999996,664957.1799999997
15438,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:41:12.000,,,5700,7,5,188,5,2022-05-18 08:53:03.086,191498.33999999985,696613.0999999996
15439,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:46:28.000,,רמת גן,אלוף דוד,2,5,268,5,2022-05-18 08:53:03.087,182557.23000000045,662780.8200000003
15440,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,6,2022-05-18 08:53:03.087,179078.8099999996,645173.0500000007
15441,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-01-13 20:00:03.000,,יהוד-מונוסון,תמר,1,0,0,10,2022-05-18 08:53:03.087,188285.58999999985,659377.2899999991
15442,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:51:35.000,,,7 מזרח,3,5,126,5,2022-05-18 08:53:03.087,174452.6900000004,636611.4100000001
15447,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:21:11.000,,,4303,7,5,288,6,2022-05-18 08:53:03.088,178474.59999999963,647600.7699999996
15446,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:50:29.000,,רחובות,דרך מנחם בגין,2,5,318,5,2022-05-18 08:53:03.088,183026.33000000007,646842.6099999994
15448,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:22:06.000,,ראש העין,שדרות בן גוריון,2,5,261,7,2022-05-18 08:53:03.088,196207.4699999997,665777.4199999999
15444,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:38:19.000,,,57 מערב,6,5,264,9,2022-05-18 08:53:03.088,190086.0700000003,692231.1199999992
15443,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:32:24.000,,תל אביב - יפו,יוניצמן,2,5,293,7,2022-05-18 08:53:03.088,181314.41000000012,672071.3200000003
15445,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:40:18.000,,פתח תקווה,ראשון לציון,2,5,236,5,2022-05-18 08:53:03.088,188206.41999999995,668274.3599999994
15449,JAM,,2022-05-18 08:09:47.000,,,44 צפון,6,5,331,6,2022-05-18 08:53:03.090,183405.34999999963,656234.0899999999
15450,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:37:44.000,,תל אביב - יפו,דרך נמיר,2,5,347,5,2022-05-18 08:53:03.090,180706.2199999997,667162.75
15451,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:30:40.000,,מודיעין-מכבים-רעות,שד החשמונאים,2,5,239,7,2022-05-18 08:53:03.091,200744.98000000045,646244.6699999999
15452,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:44.000,,,402,2,5,146,8,2022-05-18 08:53:03.091,190804.58000000007,670924.9399999995
15453,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:02.000,,קריית אונו,רפאל איתן,2,5,234,5,2022-05-18 08:53:03.091,187088.91999999995,663767.2699999996
15454,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:50:25.000,,,431 מערב,3,5,350,8,2022-05-18 08:53:03.092,182687.50999999975,649855.2799999993
15455,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:38:56.000,,,444 דרום,6,5,206,10,2022-05-18 08:53:03.092,195229.23000000045,653651.2200000007
15456,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:26:34.000,,גבעתיים,הנגבה,1,5,312,6,2022-05-18 08:53:03.092,181698.7999999998,664159.4700000007
15457,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:38:38.000,,,6 צפון,3,5,13,5,2022-05-18 08:53:03.093,193208.01999999955,648298.6699999999
15458,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:17:06.000,,,ל-4 אשדוד,4,5,196,10,2022-05-18 08:53:03.093,188975.8099999996,675004.0399999991
15459,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 03:00:00.000,חסר מידע,,,0,0,0,10,2022-05-18 08:53:03.093,178825.86000000034,665089.1799999997
15460,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2021-02-07 05:00:00.000,חסר מידע,,,0,0,0,10,2022-05-18 08:53:03.093,178825.86000000034,665089.1799999997
15461,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:38:39.000,,,412,7,5,257,5,2022-05-18 08:53:03.093,187344.73000000045,658675.1300000008
15462,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:34:14.000,,הרצליה,מנחם בגין,2,5,98,5,2022-05-18 08:53:03.094,184111.58999999985,676158.7599999998
15463,JAM,,2022-05-18 08:35:14.000,,פתח תקווה,"צה""ל",1,3,10,6,2022-05-18 08:53:03.095,187950.96,666090.6400000006
15464,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:58.000,,,6 דרום,3,5,183,10,2022-05-18 08:53:03.095,201380.0599999996,691064.3100000005
15465,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:30:42.000,,,,4,5,192,10,2022-05-18 08:53:03.095,194776.09999999963,663576.0800000001
15466,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:38:44.000,,פתח תקווה,הצוערים,1,3,305,5,2022-05-18 08:53:03.095,187973.9500000002,666258.4399999995
15467,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:13.000,,,471 מערב,3,5,259,5,2022-05-18 08:53:03.095,186464.49000000025,663921.9900000002
15468,JAM,JAM_MODERATE_TRAFFIC,2022-05-18 08:29:44.000,,פרדסיה,הנשיא,2,5,284,5,2022-05-18 08:53:03.095,191386.6299999999,690004.9199999999
15469,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:51:34.000,,,"ל-פתח תקווה (רח זרובבל), גני תקווה",4,5,300,5,2022-05-18 08:53:03.095,189422.58000000007,664271.3200000003
15473,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:36:35.000,,,ל-471 חיפה,4,5,255,5,2022-05-18 08:53:03.097,185461.59999999963,663613.4000000004
15472,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:42:22.000,,קריית אונו,רב אלוף יעקב דורי,2,5,157,6,2022-05-18 08:53:03.097,186317.08999999985,662150.6099999994
15471,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:22:29.000,,,4 דרום,3,5,190,6,2022-05-18 08:53:03.097,189744.7199999997,676581.2300000004
15470,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:35:00.000,,קדימה-צורן,יהושע טהון,1,5,186,5,2022-05-18 08:53:03.097,191285.33999999985,687849.4499999993
15474,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-18 08:53:03.098,178618.1799999997,665686.4600000009
15475,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 07:41:45.000,,,20 איילון צפון,3,5,354,10,2022-05-18 08:53:03.098,177083.33000000007,653716.1999999993
15476,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:28.000,,תל אביב - יפו,דיזנגוף,2,5,114,5,2022-05-18 08:53:03.099,179522.83999999985,664559.6999999993
15477,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-08 13:00:00.000,,,,4,0,0,10,2022-05-18 08:53:03.099,177015.08000000007,654349.8800000008
15478,WEATHERHAZARD,HAZARD_ON_SHOULDER,2022-05-18 08:50:57.000,,,6 צפון,3,5,59,5,2022-05-18 08:53:03.099,194933.5700000003,652238.2400000002
15481,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:28:26.000,,פתח תקווה,אבשלום גיסין,2,5,266,7,2022-05-18 08:53:03.100,187950.50999999975,667410.4800000004
15479,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:31:02.000,,,4 דרום,6,5,189,5,2022-05-18 08:53:03.100,191034.83000000007,691311.0
15480,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:10:10.000,,,461 מערב,6,5,279,8,2022-05-18 08:53:03.100,187227.09999999963,660074.8100000005
15482,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:14.000,,,4 דרום,3,5,201,5,2022-05-18 08:53:03.102,188088.75,671683.2899999991
15483,JAM,,2022-05-18 08:15:32.000,,,4 צפון,3,3,24,10,2022-05-18 08:53:03.102,173392.54000000004,642166.25
15484,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:48:41.000,,,"ל-20 תל אביב, 431 ראשון לציון (מערב)",4,5,315,5,2022-05-18 08:53:03.102,179307.8700000001,651499.5999999996
15485,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:48:15.000,,,6 דרום,3,5,184,6,2022-05-18 08:53:03.102,196878.8099999996,656213.9000000004
15486,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-14 19:43:34.000,,יהוד-מונוסון,נורדאו,1,0,0,10,2022-05-18 08:53:03.102,190015.04000000004,659611.7300000004
15487,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:51:36.000,,,4 צפון,3,5,359,5,2022-05-18 08:53:03.102,182766.41000000012,657771.9100000001
15488,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:48:48.000,,רמת גן,"הרא""ה",2,5,2,5,2022-05-18 08:53:03.103,183679.8099999996,665201.1300000008
15489,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:49:15.000,,הרצליה,שבעת הכוכבים,2,5,63,5,2022-05-18 08:53:03.103,183456.83000000007,674440.4100000001
15490,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:41:03.000,,,6 דרום,3,5,166,10,2022-05-18 08:53:03.103,201003.21,693629.6600000001
15491,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:45:02.000,,,44,6,5,338,5,2022-05-18 08:53:03.103,189983.0,641502.6300000008
15492,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:33:56.000,,,"ל-412 יהוד, ירושלים",4,5,13,5,2022-05-18 08:53:03.103,183279.8899999997,656507.3499999996
15493,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:40:32.000,,תל אביב - יפו,בן צבי,2,5,124,5,2022-05-18 08:53:03.103,179050.78000000026,660763.75
15496,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:42.000,,,551,7,5,295,5,2022-05-18 08:53:03.104,189220.5599999996,682517.8200000003
15495,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:29:08.000,,ראשון לציון,משה דיין,2,5,103,5,2022-05-18 08:53:03.104,177578.2000000002,654901.7699999996
15494,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:38:18.000,,,"ל-471 קריית אונו, פתח תקווה",4,5,21,5,2022-05-18 08:53:03.104,184798.08999999985,663351.6500000004
15497,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:22.000,,,431 מערב,3,5,297,10,2022-05-18 08:53:03.105,182279.46,650441.4399999995
15498,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:34:30.000,,,2 דרום,3,5,195,7,2022-05-18 08:53:03.106,186707.08999999985,687341.5
15499,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:48:06.000,,,44 צפון,6,5,320,5,2022-05-18 08:53:03.106,188948.79000000004,648201.9700000007
15500,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:51:03.000,,בני ברק,הרב כהנמן,2,5,19,5,2022-05-18 08:53:03.107,185220.8799999999,664507.8800000008
15501,WEATHERHAZARD,,2022-05-18 08:35:25.000,,,3 מערב,6,5,236,10,2022-05-18 08:53:03.107,196790.6900000004,637343.1300000008
15502,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 07:40:26.000,,,6 דרום,3,5,177,10,2022-05-18 08:53:03.107,201391.41999999995,691627.2599999998
15503,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:15:02.000,,גבעתיים,כצנלסון,2,5,272,6,2022-05-18 08:53:03.107,183006.51999999955,664747.6899999995
15504,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-07 21:14:58.000,,תל אביב - יפו,לוינסקי,17,0,0,10,2022-05-18 08:53:03.107,178661.00999999978,663015.4499999993
15505,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:27:58.000,,,431 מערב,3,5,297,10,2022-05-18 08:53:03.107,182282.9500000002,650439.5399999991
15506,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:26:07.000,,,20 איילון צפון,3,5,14,5,2022-05-18 08:53:03.108,179971.61000000034,662899.4900000002
15507,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:38:14.000,,,444 דרום,6,5,195,9,2022-05-18 08:53:03.109,195874.41999999995,659822.7899999991
15508,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:27:03.000,,ראש העין,,2,5,256,5,2022-05-18 08:53:03.109,195632.73000000045,665621.0199999996
15510,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:47:35.000,,תל אביב - יפו,הטייסים,2,5,343,6,2022-05-18 08:53:03.110,182550.8099999996,662078.9000000004
15511,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:39:58.000,,,431 מערב,3,5,310,10,2022-05-18 08:53:03.110,182425.7199999997,650336.4299999997
15509,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:32:16.000,,חולון,דרך השבעה,6,5,149,5,2022-05-18 08:53:03.110,182523.53000000023,657651.2899999991
15512,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:35:37.000,,,431 מזרח,3,5,120,5,2022-05-18 08:53:03.111,187721.16000000012,646806.4800000004
15513,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:40:32.000,,קריית אונו,לוי אשכול,2,5,337,6,2022-05-18 08:53:03.112,187025.61000000036,663516.4499999993
15514,WEATHERHAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2022-05-11 06:00:00.000,חסר מידע,,,0,0,0,10,2022-05-18 08:53:03.113,180353.00999999975,662226.7100000009
15515,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:29:35.000,,,6 דרום,3,5,184,9,2022-05-18 08:53:03.113,201309.1299999999,690050.9199999999
15516,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-18 08:40:24.000,,,6 צפון,3,5,351,10,2022-05-18 08:53:03.113,196147.49000000025,676942.8900000006
15517,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-07 19:00:04.000,,הוד השרון,ששת הימים,2,0,0,9,2022-05-18 08:53:03.113,192609.91000000012,673792.8699999992
15518,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:46:13.000,,,4 צפון,3,5,29,5,2022-05-18 08:53:03.113,183415.5,658648.1699999999
15519,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:34:51.000,,חולון,המרכבה,2,5,11,5,2022-05-18 08:53:03.114,181961.66999999995,657148.6300000008
15520,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:40:51.000,,,1 מזרח,3,5,129,8,2022-05-18 08:53:03.114,184020.25999999975,657729.1400000006
15521,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:33:00.000,,,40,6,5,190,9,2022-05-18 08:53:03.114,191159.36000000036,655780.4100000001
15522,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:14:59.000,,,443 מערב,6,5,307,10,2022-05-18 08:53:03.115,201035.29000000004,647403.1699999999
15523,JAM,JAM_HEAVY_TRAFFIC,2022-05-18 08:44:00.000,,קריית אונו,מודיעין,1,5,240,5,2022-05-18 08:53:03.116,185849.9000000004,663273.7100000009
15524,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:50:24.000,,תל אביב - יפו,דרך נמיר,2,5,350,5,2022-05-18 08:53:03.116,180849.1500000004,666445.6199999992
15525,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:24:53.000,,תל אביב - יפו,דרך השלום,2,5,350,6,2022-05-18 08:53:03.116,181551.58000000007,663649.1400000006
15529,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:45:03.000,,,6 דרום,3,5,175,9,2022-05-18 08:53:03.117,193790.48000000045,664938.7899999991
15528,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:01.000,,,4 דרום,3,5,212,7,2022-05-18 08:53:03.117,186429.3799999999,670040.2699999996
15530,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:23:14.000,,פתח תקווה,יצחק רבין,2,5,354,7,2022-05-18 08:53:03.117,186967.98000000045,663922.9700000007
15526,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-18 08:25:27.000,,,20 איילון דרום,3,5,192,10,2022-05-18 08:53:03.117,184208.9699999997,678103.7699999996
15527,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 17:00:03.000,,רחובות,,1,0,0,10,2022-05-18 08:53:03.117,178853.0599999996,645047.1500000004
15531,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:40:00.000,,אזור,דרך השבעה,6,5,328,8,2022-05-24 08:53:02.927,182203.3700000001,658208.3000000007
15532,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:39:22.000,,,20 איילון דרום,3,5,199,5,2022-05-24 08:53:02.929,181166.4000000004,666008.2799999993
15533,WEATHERHAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2022-05-24 08:51:34.000,,,431 מזרח,3,5,84,5,2022-05-24 08:53:02.929,189391.01999999955,646373.0199999996
15534,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-16 10:33:40.000,,כפר סבא,בן גוריון,2,0,0,10,2022-05-24 08:53:02.929,191283.08999999985,675529.3599999994
15539,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:27:50.000,,,"ל-פתח תקווה (רח זרובבל), גני תקווה",4,5,298,5,2022-05-24 08:53:02.931,189418.91000000012,664273.1099999994
15537,JAM,JAM_MODERATE_TRAFFIC,2022-05-24 08:38:37.000,,תל אביב - יפו,תל גיבורים,2,5,356,6,2022-05-24 08:53:02.931,178348.0,660406.1099999994
15538,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:33:32.000,,,3,6,5,70,5,2022-05-24 08:53:02.931,198040.3899999997,638032.5899999999
15535,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:35:05.000,,גבעתיים,,2,5,274,5,2022-05-24 08:53:02.931,181672.2999999998,664191.7300000004
15536,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-04-05 09:56:53.000,,רמת גן,תלפיות,1,0,0,10,2022-05-24 08:53:02.931,182329.61000000036,665960.5199999996
15540,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:31:20.000,,חולון,שד לוי אשכול,2,5,25,5,2022-05-24 08:53:02.932,178926.45999999996,660022.6799999997
15541,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:21:50.000,,,20 איילון צפון,3,4,12,8,2022-05-24 08:53:02.932,177580.50999999978,657163.6300000008
15542,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:30:18.000,,,20 איילון דרום,3,5,178,8,2022-05-24 08:53:02.932,182220.23000000045,670769.6699999999
15546,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:44:12.000,,תל אביב - יפו,דרך חיים בר-לב,2,5,282,5,2022-05-24 08:53:02.933,181837.98000000045,661448.8399999999
15543,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-04 18:24:20.000,,יהוד-מונוסון,,1,0,0,10,2022-05-24 08:53:02.933,189613.1399999997,659628.6600000001
15544,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:34:15.000,,נמל תעופה בן-גוריון,רשות שדות התעופה,2,5,76,5,2022-05-24 08:53:02.933,190887.04000000004,655254.0399999991
15545,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:29:37.000,,,40 דרום,6,5,171,6,2022-05-24 08:53:02.933,191143.6500000004,662066.1600000001
15549,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-19 15:29:11.000,,אור יהודה,יגאל אלון,17,0,0,6,2022-05-24 08:53:02.934,186255.74000000025,659726.9600000009
15547,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:47:58.000,,,471 מערב,3,4,270,6,2022-05-24 08:53:02.934,187779.3099999996,664261.0099999998
15548,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:30:32.000,,,531 מערב,3,5,308,10,2022-05-24 08:53:02.934,194948.98000000045,672909.5299999993
15550,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:20:30.000,,תל אביב - יפו,דרך נמיר,2,5,171,9,2022-05-24 08:53:02.935,180560.50999999975,667988.5600000005
15551,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-23 14:16:27.000,,אור יהודה,שלהבת,1,0,0,6,2022-05-24 08:53:02.935,187513.11000000036,659556.1999999993
15552,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:25:44.000,,,6 דרום,3,5,200,10,2022-05-24 08:53:02.935,201474.41000000012,695484.5299999993
15553,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:47:38.000,,פתח תקווה,זאב זבוטינסקי,2,5,270,5,2022-05-24 08:53:02.936,185663.50999999975,666637.6699999999
15554,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:37:34.000,,,6 דרום,3,5,237,5,2022-05-24 08:53:02.936,195978.66000000012,652897.8699999992
15555,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:23:05.000,,,1 מערב,3,5,311,7,2022-05-24 08:53:02.936,185191.08999999985,656824.3800000008
15556,JAM,,2022-05-24 08:37:39.000,,בני ברק,הר סיני,1,5,104,5,2022-05-24 08:53:02.936,185217.8899999997,664572.2100000009
15557,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:49:07.000,,תל אביב - יפו,לה גווארדיה,2,5,267,5,2022-05-24 08:53:02.937,181510.48000000045,662958.1099999994
15558,JAM,JAM_HEAVY_TRAFFIC,2022-05-24 08:31:58.000,,חולון,משה דיין,2,5,93,6,2022-05-24 08:53:02.937,178093.33999999985,656497.2300000004
15559,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:37:21.000,,,57 מערב,6,5,277,7,2022-05-24 08:53:02.937,191139.48000000045,692233.4499999993
15560,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:35:03.000,,,"ל- קרית אונו, שדרות אהרון קציר",4,5,151,5,2022-05-24 08:53:02.938,185532.6200000001,663531.3000000007
15561,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-03-22 16:00:02.000,,תל אביב - יפו,בן יהודה,2,0,0,10,2022-05-24 08:53:02.938,178578.91999999993,665596.5600000005
15562,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-15 23:37:39.000,,יהוד-מונוסון,,1,0,0,10,2022-05-24 08:53:02.938,190137.86000000036,659584.3200000003
15565,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:21:25.000,,רחובות,דרך הים,2,5,241,6,2022-05-24 08:53:02.939,179192.40000000037,644041.4100000001
15563,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-02-10 11:37:10.000,,תל אביב - יפו,ארלוזורוב,2,0,0,10,2022-05-24 08:53:02.939,178747.04000000004,666085.1899999995
15564,ROAD_CLOSED,ROAD_CLOSED_EVENT,2021-12-10 12:47:37.000,,תל אביב - יפו,הר ציון,2,0,0,10,2022-05-24 08:53:02.939,179211.83999999985,663036.8800000008
15566,ROAD_CLOSED,ROAD_CLOSED_EVENT,2022-05-18 21:36:06.000,,גבעת שמואל,יצחק שמיר,1,0,0,10,2022-05-24 08:53:02.940,186162.73000000045,664161.8900000006
15567,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:32:13.000,,תל אביב - יפו,צבי פרייגרזון,2,5,34,5,2022-05-24 08:53:02.940,178498.54000000004,660914.5399999991
15568,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:45:35.000,,,471 מערב,6,5,269,5,2022-05-24 08:53:02.941,194285.1200000001,663904.2899999991
15569,JAM,JAM_STAND_STILL_TRAFFIC,2022-05-24 08:26:12.000,,בני ברק,החלוצים,2,5,180,5,2022-05-24 08:53:02.942,185139.09999999963,666662.0500000007
